miRNA_ID,mesh_similarity,doid_similarity,num_sources_mesh,num_sources_doid,mesh_disease_count,doid_disease_count,mesh_max_jaccard,doid_max_jaccard,mesh_jaccard_std,doid_jaccard_std,inter_ontology_agreement
hsa-miR-7846-3p,0.0,0.0,1,1,30,29,0.0,0.0,0.0,0.0,1.0
hsa-miR-6798-5p,0.0,0.0,1,1,28,26,0.0,0.0,0.0,0.0,1.0
hsa-miR-4682,0.0,0.0,1,1,28,27,0.0,0.0,0.0,0.0,1.0
hsa-miR-4726-3p,0.0,0.0,1,1,38,39,0.0,0.0,0.0,0.0,1.0
hsa-miR-6763-5p,0.0,0.0,1,1,34,34,0.0,0.0,0.0,0.0,1.0
hsa-miR-6892-3p,0.0,0.0,1,1,27,24,0.0,0.0,0.0,0.0,1.0
hsa-miR-5587-3p,0.0,0.0,1,1,23,21,0.0,0.0,0.0,0.0,1.0
hsa-miR-5705,0.0,0.0,1,1,24,22,0.0,0.0,0.0,0.0,1.0
hsa-miR-6131,0.0,0.0,1,1,29,27,0.0,0.0,0.0,0.0,1.0
hsa-miR-6787-3p,0.0,0.0,1,1,32,29,0.0,0.0,0.0,0.0,1.0
hsa-miR-6796-3p,0.0,0.0,1,1,26,24,0.0,0.0,0.0,0.0,1.0
hsa-miR-4671-3p,0.0,0.0,1,1,12,11,0.0,0.0,0.0,0.0,1.0
hsa-miR-6827-5p,0.0,0.0,1,1,29,29,0.0,0.0,0.0,0.0,1.0
hsa-miR-487b-5p,0.0,0.0,1,1,32,33,0.0,0.0,0.0,0.0,1.0
hsa-miR-7162-3p,0.0,0.0,1,1,13,12,0.0,0.0,0.0,0.0,1.0
hsa-miR-4462,0.0,0.0,1,1,23,21,0.0,0.0,0.0,0.0,1.0
hsa-miR-6829-3p,0.0,0.0,1,1,29,25,0.0,0.0,0.0,0.0,1.0
hsa-miR-3689d,0.0,0.0,1,1,22,20,0.0,0.0,0.0,0.0,1.0
hsa-miR-6754-3p,0.0,0.0,1,1,25,23,0.0,0.0,0.0,0.0,1.0
hsa-miR-6794-5p,0.0,0.0,1,1,22,22,0.0,0.0,0.0,0.0,1.0
hsa-miR-6759-5p,0.0,0.0,1,1,29,27,0.0,0.0,0.0,0.0,1.0
hsa-miR-6509-5p,0.0,0.0,1,1,24,24,0.0,0.0,0.0,0.0,1.0
hsa-miR-4492,0.0,0.0,1,1,32,32,0.0,0.0,0.0,0.0,1.0
hsa-miR-4474-3p,0.0,0.0,1,1,36,35,0.0,0.0,0.0,0.0,1.0
hsa-miR-6733-5p,0.0,0.0,1,1,24,23,0.0,0.0,0.0,0.0,1.0
hsa-miR-3972,0.0,0.0,1,1,16,13,0.0,0.0,0.0,0.0,1.0
hsa-miR-4801,0.0,0.0,1,1,21,18,0.0,0.0,0.0,0.0,1.0
hsa-miR-8070,0.0,0.0,1,1,17,16,0.0,0.0,0.0,0.0,1.0
hsa-miR-6792-5p,0.0,0.0,1,1,16,15,0.0,0.0,0.0,0.0,1.0
hsa-miR-8056,0.0,0.0,1,1,16,14,0.0,0.0,0.0,0.0,1.0
hsa-miR-4731-5p,0.0,0.0,1,1,30,27,0.0,0.0,0.0,0.0,1.0
hsa-miR-6089,0.0,0.0,1,1,24,22,0.0,0.0,0.0,0.0,1.0
hsa-miR-8065,0.0,0.0,1,1,7,7,0.0,0.0,0.0,0.0,1.0
hsa-miR-6851-5p,0.0,0.0,1,1,28,27,0.0,0.0,0.0,0.0,1.0
hsa-miR-6738-3p,0.0,0.0,1,1,28,28,0.0,0.0,0.0,0.0,1.0
hsa-miR-6892-5p,0.0,0.0,1,1,37,39,0.0,0.0,0.0,0.0,1.0
hsa-miR-3620-5p,0.0,0.0,1,1,38,36,0.0,0.0,0.0,0.0,1.0
hsa-miR-3177-3p,0.0,0.0,1,1,43,42,0.0,0.0,0.0,0.0,1.0
hsa-miR-6878-3p,0.0,0.0,1,1,21,19,0.0,0.0,0.0,0.0,1.0
hsa-miR-6859-5p,0.0,0.0,1,1,21,20,0.0,0.0,0.0,0.0,1.0
hsa-miR-4727-3p,0.0,0.0,1,1,24,24,0.0,0.0,0.0,0.0,1.0
hsa-miR-6812-5p,0.0,0.0,1,1,29,26,0.0,0.0,0.0,0.0,1.0
hsa-miR-6869-5p,0.0,0.0,1,1,27,26,0.0,0.0,0.0,0.0,1.0
hsa-miR-6735-3p,0.0,0.0,1,1,31,28,0.0,0.0,0.0,0.0,1.0
hsa-miR-6863,0.0,0.0,1,1,25,26,0.0,0.0,0.0,0.0,1.0
hsa-miR-6756-5p,0.0,0.0,1,1,25,22,0.0,0.0,0.0,0.0,1.0
hsa-miR-6832-5p,0.0,0.0,1,1,23,21,0.0,0.0,0.0,0.0,1.0
hsa-miR-6734-5p,0.0,0.0,1,1,36,37,0.0,0.0,0.0,0.0,1.0
hsa-miR-6786-5p,0.0,0.0,1,1,25,25,0.0,0.0,0.0,0.0,1.0
hsa-miR-5704,0.0,0.0,1,1,27,23,0.0,0.0,0.0,0.0,1.0
hsa-miR-4520-5p,0.0,0.0,1,1,20,19,0.0,0.0,0.0,0.0,1.0
hsa-miR-6762-5p,0.0,0.0,1,1,18,17,0.0,0.0,0.0,0.0,1.0
hsa-miR-8084,0.0,0.0,1,1,11,10,0.0,0.0,0.0,0.0,1.0
hsa-miR-6895-5p,0.0,0.0,1,1,21,18,0.0,0.0,0.0,0.0,1.0
hsa-miR-6871-3p,0.0,0.0,1,1,21,21,0.0,0.0,0.0,0.0,1.0
hsa-miR-6822-5p,0.0,0.0,1,1,24,22,0.0,0.0,0.0,0.0,1.0
hsa-miR-8052,0.0,0.0,1,1,20,18,0.0,0.0,0.0,0.0,1.0
hsa-miR-6501-3p,0.0,0.0,1,1,24,24,0.0,0.0,0.0,0.0,1.0
hsa-miR-6515-5p,0.0,0.0,1,1,34,32,0.0,0.0,0.0,0.0,1.0
hsa-miR-6757-5p,0.0,0.0,1,1,35,33,0.0,0.0,0.0,0.0,1.0
hsa-miR-3192-3p,0.0,0.0,1,1,29,28,0.0,0.0,0.0,0.0,1.0
hsa-miR-6787-5p,0.0,0.0,1,1,27,25,0.0,0.0,0.0,0.0,1.0
hsa-miR-4466,0.0,0.0,1,1,34,34,0.0,0.0,0.0,0.0,1.0
hsa-miR-6873-5p,0.0,0.0,1,1,20,17,0.0,0.0,0.0,0.0,1.0
hsa-miR-6847-3p,0.0,0.0,1,1,17,14,0.0,0.0,0.0,0.0,1.0
hsa-miR-6747-5p,0.0,0.0,1,1,28,26,0.0,0.0,0.0,0.0,1.0
hsa-miR-8063,0.0,0.0,1,1,21,19,0.0,0.0,0.0,0.0,1.0
hsa-miR-6772-5p,0.0,0.0,1,1,28,26,0.0,0.0,0.0,0.0,1.0
hsa-miR-6511b-5p,0.0,0.0,1,1,20,18,0.0,0.0,0.0,0.0,1.0
hsa-miR-4747-5p,0.0,0.0,1,1,30,28,0.0,0.0,0.0,0.0,1.0
hsa-miR-6742-3p,0.0,0.0,1,1,25,22,0.0,0.0,0.0,0.0,1.0
hsa-miR-7850-5p,0.0,0.0,1,1,26,27,0.0,0.0,0.0,0.0,1.0
hsa-miR-6785-5p,0.0,0.0,1,1,28,27,0.0,0.0,0.0,0.0,1.0
hsa-miR-6814-3p,0.0,0.0,1,1,34,36,0.0,0.0,0.0,0.0,1.0
hsa-miR-6165,0.0,0.0,1,1,23,21,0.0,0.0,0.0,0.0,1.0
hsa-miR-6834-5p,0.0,0.0,1,1,36,33,0.0,0.0,0.0,0.0,1.0
hsa-miR-6847-5p,0.0,0.0,1,1,24,23,0.0,0.0,0.0,0.0,1.0
hsa-miR-7855-5p,0.0,0.0,1,1,18,17,0.0,0.0,0.0,0.0,1.0
hsa-miR-4669,0.0,0.0,1,1,27,25,0.0,0.0,0.0,0.0,1.0
hsa-miR-4762-5p,0.0,0.0,1,1,32,30,0.0,0.0,0.0,0.0,1.0
hsa-miR-6838-3p,0.0,0.0,1,1,24,22,0.0,0.0,0.0,0.0,1.0
hsa-miR-3158-5p,0.0,0.0,1,1,34,33,0.0,0.0,0.0,0.0,1.0
hsa-miR-4758-5p,0.0,0.0,1,1,33,36,0.0,0.0,0.0,0.0,1.0
hsa-miR-6751-5p,0.0,0.0,1,1,33,31,0.0,0.0,0.0,0.0,1.0
hsa-miR-6864-5p,0.0,0.0,1,1,22,20,0.0,0.0,0.0,0.0,1.0
hsa-miR-345-3p,0.0,0.0,1,1,45,47,0.0,0.0,0.0,0.0,1.0
hsa-miR-6752-5p,0.0,0.0,1,1,27,25,0.0,0.0,0.0,0.0,1.0
hsa-miR-4788,0.0,0.0,1,1,38,36,0.0,0.0,0.0,0.0,1.0
hsa-miR-6753-3p,0.0,0.0,1,1,31,30,0.0,0.0,0.0,0.0,1.0
hsa-miR-1199-5p,0.0,0.0,1,1,20,19,0.0,0.0,0.0,0.0,1.0
hsa-miR-6826-5p,0.0,0.0,1,1,27,25,0.0,0.0,0.0,0.0,1.0
hsa-miR-6887-5p,0.0,0.0,1,1,22,21,0.0,0.0,0.0,0.0,1.0
hsa-miR-6890-5p,0.0,0.0,1,1,25,23,0.0,0.0,0.0,0.0,1.0
hsa-miR-6749-5p,0.0,0.0,1,1,23,20,0.0,0.0,0.0,0.0,1.0
hsa-miR-6753-5p,0.0,0.0,1,1,22,21,0.0,0.0,0.0,0.0,1.0
hsa-miR-6126,0.006493506493506493,0.0034965034965034965,2,2,28,26,0.07142857142857142,0.038461538461538464,0.02053427052057389,0.011056914895693635,0.997002997002997
hsa-miR-4751,0.0,0.0,1,1,32,30,0.0,0.0,0.0,0.0,1.0
hsa-miR-4429,0.0,0.0,1,1,36,35,0.0,0.0,0.0,0.0,1.0
hsa-miR-5572,0.0,0.0,1,1,24,22,0.0,0.0,0.0,0.0,1.0
hsa-miR-6766-3p,0.0,0.0,1,1,31,31,0.0,0.0,0.0,0.0,1.0
hsa-miR-6748-5p,0.0,0.0,1,1,33,31,0.0,0.0,0.0,0.0,1.0
hsa-miR-6717-5p,0.0,0.0,1,1,37,37,0.0,0.0,0.0,0.0,1.0
hsa-miR-6840-3p,0.0,0.0,1,1,27,25,0.0,0.0,0.0,0.0,1.0
hsa-miR-6732-5p,0.0,0.0,1,1,29,27,0.0,0.0,0.0,0.0,1.0
hsa-miR-4800-3p,0.0,0.0,1,1,42,40,0.0,0.0,0.0,0.0,1.0
hsa-miR-6861-5p,0.0,0.0,1,1,27,24,0.0,0.0,0.0,0.0,1.0
hsa-miR-6884-3p,0.0,0.0,1,1,21,20,0.0,0.0,0.0,0.0,1.0
hsa-miR-4706,0.0,0.0,1,1,31,27,0.0,0.0,0.0,0.0,1.0
hsa-miR-7845-5p,0.0,0.0,1,1,34,35,0.0,0.0,0.0,0.0,1.0
hsa-miR-7843-5p,0.0,0.0,1,1,20,18,0.0,0.0,0.0,0.0,1.0
hsa-miR-6738-5p,0.0,0.0,1,1,23,21,0.0,0.0,0.0,0.0,1.0
hsa-miR-6879-5p,0.0,0.0,1,1,18,18,0.0,0.0,0.0,0.0,1.0
hsa-miR-6795-5p,0.0,0.0,1,1,20,18,0.0,0.0,0.0,0.0,1.0
hsa-miR-937-5p,0.0,0.0,1,1,33,31,0.0,0.0,0.0,0.0,1.0
hsa-miR-6835-5p,0.0,0.0,1,1,24,21,0.0,0.0,0.0,0.0,1.0
hsa-miR-6865-5p,0.0,0.0,1,1,11,10,0.0,0.0,0.0,0.0,1.0
hsa-miR-6797-5p,0.0,0.0,1,1,21,20,0.0,0.0,0.0,0.0,1.0
hsa-miR-6830-5p,0.0,0.0,1,1,14,13,0.0,0.0,0.0,0.0,1.0
hsa-miR-4675,0.0,0.0,1,1,28,26,0.0,0.0,0.0,0.0,1.0
hsa-miR-6754-5p,0.0,0.0,1,1,28,23,0.0,0.0,0.0,0.0,1.0
hsa-miR-6883-5p,0.0,0.0,1,1,24,22,0.0,0.0,0.0,0.0,1.0
hsa-miR-6802-3p,0.0,0.0,1,1,34,32,0.0,0.0,0.0,0.0,1.0
hsa-miR-98-3p,0.0,0.0,1,1,35,33,0.0,0.0,0.0,0.0,1.0
hsa-miR-7110-3p,0.0,0.0,1,1,37,36,0.0,0.0,0.0,0.0,1.0
hsa-miR-4632-5p,0.0,0.0,1,1,29,28,0.0,0.0,0.0,0.0,1.0
hsa-miR-6870-5p,0.0,0.0,1,1,30,28,0.0,0.0,0.0,0.0,1.0
hsa-miR-6068,0.0,0.0,1,1,22,20,0.0,0.0,0.0,0.0,1.0
hsa-miR-6820-3p,0.0,0.0,1,1,39,38,0.0,0.0,0.0,0.0,1.0
hsa-miR-6766-5p,0.0,0.0,1,1,22,20,0.0,0.0,0.0,0.0,1.0
hsa-miR-8085,0.0,0.0,1,1,28,28,0.0,0.0,0.0,0.0,1.0
hsa-miR-6735-5p,0.0,0.0,1,1,26,26,0.0,0.0,0.0,0.0,1.0
hsa-miR-6782-5p,0.0,0.0,1,1,22,20,0.0,0.0,0.0,0.0,1.0
hsa-miR-6800-3p,0.0,0.0,1,1,28,25,0.0,0.0,0.0,0.0,1.0
hsa-miR-6865-3p,0.0,0.0,1,1,28,28,0.0,0.0,0.0,0.0,1.0
hsa-miR-7160-5p,0.0,0.0,1,1,29,29,0.0,0.0,0.0,0.0,1.0
hsa-miR-128-2-5p,0.0,0.0,1,1,28,27,0.0,0.0,0.0,0.0,1.0
hsa-miR-6780a-3p,0.0,0.0,1,1,24,22,0.0,0.0,0.0,0.0,1.0
hsa-miR-6879-3p,0.0,0.0,1,1,28,29,0.0,0.0,0.0,0.0,1.0
hsa-miR-4715-3p,0.0,0.0,1,1,16,15,0.0,0.0,0.0,0.0,1.0
hsa-miR-5698,0.002457002457002457,0.002457002457002457,2,2,37,37,0.02702702702702703,0.02702702702702703,0.0077697239807576896,0.0077697239807576896,1.0
hsa-miR-4649-5p,0.0,0.0,1,1,34,31,0.0,0.0,0.0,0.0,1.0
hsa-miR-6780a-5p,0.0,0.0,1,1,30,26,0.0,0.0,0.0,0.0,1.0
hsa-miR-6730-5p,0.0,0.0,1,1,38,37,0.0,0.0,0.0,0.0,1.0
hsa-miR-4523,0.0,0.0,1,1,38,38,0.0,0.0,0.0,0.0,1.0
hsa-miR-6848-5p,0.0,0.0,1,1,24,21,0.0,0.0,0.0,0.0,1.0
hsa-miR-4428,0.0,0.0,1,1,33,30,0.0,0.0,0.0,0.0,1.0
hsa-miR-7109-3p,0.0,0.0,1,1,27,24,0.0,0.0,0.0,0.0,1.0
hsa-miR-4430,0.0,0.0,2,2,25,23,0.0,0.0,0.0,0.0,1.0
hsa-miR-5196-3p,0.002932551319648094,0.003134796238244514,2,2,31,29,0.03225806451612903,0.034482758620689655,0.009273541525420467,0.0099130961133805,0.9997977550814036
hsa-miR-6885-3p,0.0,0.0,1,1,26,26,0.0,0.0,0.0,0.0,1.0
hsa-miR-6803-5p,0.0,0.0,1,1,27,25,0.0,0.0,0.0,0.0,1.0
hsa-miR-5192,0.0,0.0,1,1,12,11,0.0,0.0,0.0,0.0,1.0
hsa-miR-6741-3p,0.0,0.0,1,1,38,37,0.0,0.0,0.0,0.0,1.0
hsa-miR-7111-3p,0.0,0.0,1,1,33,29,0.0,0.0,0.0,0.0,1.0
hsa-miR-6729-3p,0.0,0.0,1,1,27,25,0.0,0.0,0.0,0.0,1.0
hsa-miR-6799-3p,0.0,0.0,1,1,27,25,0.0,0.0,0.0,0.0,1.0
hsa-miR-4738-5p,0.0,0.0,1,1,21,20,0.0,0.0,0.0,0.0,1.0
hsa-miR-7112-5p,0.0,0.0,1,1,20,19,0.0,0.0,0.0,0.0,1.0
hsa-miR-6880-3p,0.0,0.0,1,1,25,23,0.0,0.0,0.0,0.0,1.0
hsa-miR-6887-3p,0.0,0.0,1,1,23,22,0.0,0.0,0.0,0.0,1.0
hsa-miR-4722-5p,0.0,0.0,1,1,30,27,0.0,0.0,0.0,0.0,1.0
hsa-miR-6804-3p,0.0,0.0,1,1,27,24,0.0,0.0,0.0,0.0,1.0
hsa-miR-6728-5p,0.0,0.0,1,1,27,27,0.0,0.0,0.0,0.0,1.0
hsa-miR-3173-5p,0.0,0.0,1,1,36,36,0.0,0.0,0.0,0.0,1.0
hsa-miR-1910-3p,0.0,0.0,1,1,18,18,0.0,0.0,0.0,0.0,1.0
hsa-miR-6861-3p,0.0,0.0,1,1,28,26,0.0,0.0,0.0,0.0,1.0
hsa-miR-548ay-3p,0.0,0.0,1,1,27,26,0.0,0.0,0.0,0.0,1.0
hsa-miR-6797-3p,0.0,0.0,1,1,36,34,0.0,0.0,0.0,0.0,1.0
hsa-miR-8059,0.0,0.0,1,1,27,26,0.0,0.0,0.0,0.0,1.0
hsa-miR-4690-5p,0.0,0.0,1,1,34,32,0.0,0.0,0.0,0.0,1.0
hsa-miR-6810-3p,0.0,0.0,1,1,38,36,0.0,0.0,0.0,0.0,1.0
hsa-miR-6769b-3p,0.0,0.0,1,1,30,28,0.0,0.0,0.0,0.0,1.0
hsa-miR-4731-3p,0.0,0.0,1,1,29,29,0.0,0.0,0.0,0.0,1.0
hsa-miR-6726-3p,0.0,0.0,1,1,30,30,0.0,0.0,0.0,0.0,1.0
hsa-miR-6792-3p,0.0,0.0,1,1,27,24,0.0,0.0,0.0,0.0,1.0
hsa-miR-6506-3p,0.0,0.0,1,1,19,17,0.0,0.0,0.0,0.0,1.0
hsa-miR-4664-3p,0.0,0.0,1,1,45,46,0.0,0.0,0.0,0.0,1.0
hsa-miR-6730-3p,0.0,0.0,1,1,26,27,0.0,0.0,0.0,0.0,1.0
hsa-miR-1185-1-3p,0.0,0.0,1,1,46,47,0.0,0.0,0.0,0.0,1.0
hsa-miR-5193,0.0,0.0,1,1,30,29,0.0,0.0,0.0,0.0,1.0
hsa-miR-4695-3p,0.0,0.0,1,1,40,38,0.0,0.0,0.0,0.0,1.0
hsa-miR-6779-3p,0.0,0.0,1,1,31,27,0.0,0.0,0.0,0.0,1.0
hsa-miR-4716-3p,0.0,0.0,1,1,21,18,0.0,0.0,0.0,0.0,1.0
hsa-miR-6731-3p,0.0,0.0,1,1,23,21,0.0,0.0,0.0,0.0,1.0
hsa-miR-6765-5p,0.0,0.0,1,1,26,24,0.0,0.0,0.0,0.0,1.0
hsa-miR-7112-3p,0.0,0.0,1,1,34,34,0.0,0.0,0.0,0.0,1.0
hsa-miR-6759-3p,0.0,0.0,1,1,25,22,0.0,0.0,0.0,0.0,1.0
hsa-miR-3140-5p,0.0,0.0,1,1,21,20,0.0,0.0,0.0,0.0,1.0
hsa-miR-6834-3p,0.0,0.0,1,1,23,21,0.0,0.0,0.0,0.0,1.0
hsa-miR-3977,0.0,0.0,1,1,22,20,0.0,0.0,0.0,0.0,1.0
hsa-miR-6807-3p,0.0,0.0,1,1,26,23,0.0,0.0,0.0,0.0,1.0
hsa-miR-4503,0.0,0.0,1,1,22,19,0.0,0.0,0.0,0.0,1.0
hsa-miR-6777-3p,0.0,0.0,1,1,24,25,0.0,0.0,0.0,0.0,1.0
hsa-miR-4661-5p,0.0,0.0,1,1,34,36,0.0,0.0,0.0,0.0,1.0
hsa-miR-6511b-3p,0.0,0.0,1,1,37,37,0.0,0.0,0.0,0.0,1.0
hsa-miR-5003-3p,0.0,0.0,1,1,30,30,0.0,0.0,0.0,0.0,1.0
hsa-miR-6882-3p,0.0,0.0,1,1,35,33,0.0,0.0,0.0,0.0,1.0
hsa-miR-6803-3p,0.0,0.0,1,1,39,38,0.0,0.0,0.0,0.0,1.0
hsa-miR-6862-3p,0.0,0.0,1,1,26,25,0.0,0.0,0.0,0.0,1.0
hsa-miR-6780b-3p,0.0,0.0,1,1,21,21,0.0,0.0,0.0,0.0,1.0
hsa-miR-6734-3p,0.0,0.0,1,1,35,35,0.0,0.0,0.0,0.0,1.0
hsa-miR-6869-3p,0.0,0.0,1,1,23,23,0.0,0.0,0.0,0.0,1.0
hsa-miR-6825-3p,0.0,0.0,1,1,30,28,0.0,0.0,0.0,0.0,1.0
hsa-miR-6826-3p,0.0,0.0,1,1,27,27,0.0,0.0,0.0,0.0,1.0
hsa-miR-5004-3p,0.0,0.0,1,1,25,23,0.0,0.0,0.0,0.0,1.0
hsa-miR-6845-3p,0.0,0.0,1,1,25,25,0.0,0.0,0.0,0.0,1.0
hsa-miR-7162-5p,0.0,0.0,1,1,10,8,0.0,0.0,0.0,0.0,1.0
hsa-miR-6732-3p,0.0,0.0,1,1,24,22,0.0,0.0,0.0,0.0,1.0
hsa-miR-6801-5p,0.0,0.0,1,1,21,22,0.0,0.0,0.0,0.0,1.0
hsa-miR-6886-3p,0.0,0.0,1,1,34,31,0.0,0.0,0.0,0.0,1.0
hsa-miR-548az-3p,0.0,0.0,1,1,12,11,0.0,0.0,0.0,0.0,1.0
hsa-miR-7154-5p,0.0,0.0,1,1,7,6,0.0,0.0,0.0,0.0,1.0
hsa-miR-6775-3p,0.0,0.0,1,1,25,24,0.0,0.0,0.0,0.0,1.0
hsa-miR-503-3p,0.0,0.0,2,2,42,42,0.0,0.0,0.0,0.0,1.0
hsa-miR-6895-3p,0.0,0.0,1,1,31,30,0.0,0.0,0.0,0.0,1.0
hsa-miR-4507,0.0,0.0,1,1,33,29,0.0,0.0,0.0,0.0,1.0
hsa-miR-4316,0.0,0.0,1,1,17,15,0.0,0.0,0.0,0.0,1.0
hsa-miR-504-3p,0.0,0.0,1,1,32,31,0.0,0.0,0.0,0.0,1.0
hsa-miR-6511a-3p,0.0,0.0,1,1,29,27,0.0,0.0,0.0,0.0,1.0
hsa-miR-208b-5p,0.0,0.0,1,1,22,20,0.0,0.0,0.0,0.0,1.0
hsa-miR-4750-3p,0.0,0.0,1,1,25,23,0.0,0.0,0.0,0.0,1.0
hsa-miR-6512-5p,0.0,0.0,1,1,31,29,0.0,0.0,0.0,0.0,1.0
hsa-miR-6510-5p,0.0,0.0,1,1,17,15,0.0,0.0,0.0,0.0,1.0
hsa-miR-1273h-3p,0.0,0.0,1,1,25,25,0.0,0.0,0.0,0.0,1.0
hsa-miR-6743-3p,0.0,0.0,1,1,30,28,0.0,0.0,0.0,0.0,1.0
hsa-miR-5584-3p,0.0,0.0,1,1,31,27,0.0,0.0,0.0,0.0,1.0
hsa-miR-7108-3p,0.0,0.0,1,1,23,22,0.0,0.0,0.0,0.0,1.0
hsa-miR-598-5p,0.0,0.0,1,1,21,20,0.0,0.0,0.0,0.0,1.0
hsa-miR-3938,0.0,0.0,1,1,25,21,0.0,0.0,0.0,0.0,1.0
hsa-miR-3155b,0.0,0.0,1,1,19,17,0.0,0.0,0.0,0.0,1.0
hsa-miR-6894-3p,0.0,0.0,1,1,31,31,0.0,0.0,0.0,0.0,1.0
hsa-miR-4443,0.0,0.0,1,1,45,45,0.0,0.0,0.0,0.0,1.0
hsa-miR-6858-3p,0.0,0.0,1,1,23,23,0.0,0.0,0.0,0.0,1.0
hsa-miR-7152-5p,0.0,0.0,1,1,38,38,0.0,0.0,0.0,0.0,1.0
hsa-miR-5197-3p,0.0,0.0,1,1,22,19,0.0,0.0,0.0,0.0,1.0
hsa-miR-6728-3p,0.0,0.0,1,1,18,18,0.0,0.0,0.0,0.0,1.0
hsa-miR-3193,0.0,0.0,1,1,30,34,0.0,0.0,0.0,0.0,1.0
hsa-miR-6798-3p,0.0,0.0,1,1,35,33,0.0,0.0,0.0,0.0,1.0
hsa-miR-6516-5p,0.0,0.0,1,1,39,39,0.0,0.0,0.0,0.0,1.0
hsa-miR-6866-3p,0.0,0.0,1,1,20,19,0.0,0.0,0.0,0.0,1.0
hsa-miR-6824-3p,0.0,0.0,1,1,26,24,0.0,0.0,0.0,0.0,1.0
hsa-miR-8088,0.0,0.0,1,1,11,9,0.0,0.0,0.0,0.0,1.0
hsa-miR-4701-5p,0.0,0.0,1,1,33,30,0.0,0.0,0.0,0.0,1.0
hsa-miR-6727-3p,0.0,0.0,1,1,22,21,0.0,0.0,0.0,0.0,1.0
hsa-miR-4707-3p,0.0,0.0,1,1,43,43,0.0,0.0,0.0,0.0,1.0
hsa-miR-6078,0.0,0.0,1,1,17,14,0.0,0.0,0.0,0.0,1.0
hsa-miR-6846-3p,0.0,0.0,1,1,28,25,0.0,0.0,0.0,0.0,1.0
hsa-miR-6823-3p,0.0,0.0,1,1,22,21,0.0,0.0,0.0,0.0,1.0
hsa-miR-6795-3p,0.0,0.0,1,1,30,29,0.0,0.0,0.0,0.0,1.0
hsa-miR-1304-3p,0.0,0.0,1,1,44,44,0.0,0.0,0.0,0.0,1.0
hsa-miR-548ay-5p,0.0,0.0,1,1,12,11,0.0,0.0,0.0,0.0,1.0
hsa-miR-4452,0.0,0.0,1,1,21,18,0.0,0.0,0.0,0.0,1.0
hsa-miR-6506-5p,0.0,0.0,1,1,13,14,0.0,0.0,0.0,0.0,1.0
hsa-miR-6762-3p,0.0,0.0,1,1,36,33,0.0,0.0,0.0,0.0,1.0
hsa-miR-6841-3p,0.0,0.0,1,1,20,19,0.0,0.0,0.0,0.0,1.0
hsa-miR-6885-5p,0.0,0.0,1,1,29,27,0.0,0.0,0.0,0.0,1.0
hsa-miR-8076,0.0,0.0,1,1,17,15,0.0,0.0,0.0,0.0,1.0
hsa-miR-6763-3p,0.0,0.0,1,1,20,21,0.0,0.0,0.0,0.0,1.0
hsa-miR-548al,0.0,0.0,1,1,20,19,0.0,0.0,0.0,0.0,1.0
hsa-miR-6069,0.0,0.0,1,1,21,18,0.0,0.0,0.0,0.0,1.0
hsa-miR-7155-5p,0.0,0.0,1,1,34,31,0.0,0.0,0.0,0.0,1.0
hsa-miR-7106-3p,0.0,0.0,1,1,24,23,0.0,0.0,0.0,0.0,1.0
hsa-miR-7107-3p,0.0,0.0,1,1,13,12,0.0,0.0,0.0,0.0,1.0
hsa-miR-6891-3p,0.0,0.0,1,1,27,27,0.0,0.0,0.0,0.0,1.0
hsa-miR-3194-3p,0.002457002457002457,0.0023923444976076554,2,2,37,38,0.02702702702702703,0.02631578947368421,0.0077697239807576896,0.007565257560211433,0.9999353420406052
hsa-miR-7161-3p,0.0,0.0,1,1,21,18,0.0,0.0,0.0,0.0,1.0
hsa-miR-6867-3p,0.0,0.0,1,1,23,21,0.0,0.0,0.0,0.0,1.0
hsa-miR-376c-5p,0.0,0.0,1,1,37,35,0.0,0.0,0.0,0.0,1.0
hsa-miR-6889-3p,0.0,0.0,1,1,32,30,0.0,0.0,0.0,0.0,1.0
hsa-miR-151b,0.0,0.0,1,1,41,40,0.0,0.0,0.0,0.0,1.0
hsa-miR-3150a-5p,0.0,0.0,1,1,21,19,0.0,0.0,0.0,0.0,1.0
hsa-miR-6736-3p,0.0,0.0,1,1,31,31,0.0,0.0,0.0,0.0,1.0
hsa-miR-548ah-3p,0.0,0.0,1,1,16,15,0.0,0.0,0.0,0.0,1.0
hsa-miR-6509-3p,0.0,0.0,1,1,28,26,0.0,0.0,0.0,0.0,1.0
hsa-miR-7151-3p,0.0,0.0,1,1,18,18,0.0,0.0,0.0,0.0,1.0
hsa-miR-3074-5p,0.0,0.0,1,1,29,32,0.0,0.0,0.0,0.0,1.0
hsa-miR-4477a,0.0,0.0,1,1,19,16,0.0,0.0,0.0,0.0,1.0
hsa-miR-4750-5p,0.0,0.0,1,1,21,21,0.0,0.0,0.0,0.0,1.0
hsa-miR-4520-2-3p,0.0,0.0,1,1,20,17,0.0,0.0,0.0,0.0,1.0
hsa-miR-210-5p,0.0015503875968992248,0.0014814814814814816,3,3,44,46,0.023255813953488372,0.022222222222222223,0.005801019204300684,0.005543196128553987,0.9999310938845822
hsa-miR-4761-5p,0.0,0.0,1,1,21,19,0.0,0.0,0.0,0.0,1.0
hsa-miR-6848-3p,0.0,0.0,1,1,28,24,0.0,0.0,0.0,0.0,1.0
